Data file		PPS_60N_1.TSV
Configuration file		HARI.CFG
Calibration file		KIM_6KG_080419.CAL
Test control file		KIM_NEW2.TSF

test 2		PPS_60N_1
160210		
loriane-		
		
		
		
		
		

Test started at 19:54:05 on 2019-04-12
	Time	This Step	Step Time	Test Time	Sliding Velocity	Speed	Mass	Load	TOTAL REVOLUTIONS	Specimen Temp	Contact Potential	Radius	Distance	Friction Force	Friction Coefficient	Displacement	Friction Force	
	19:54:42	2	1800,	37,	0,151	103	6100	59,841	66	26,6	90,7	14	5,806	6,7	0,112684	3965	6,7	
	19:54:43	2	1800,	38,	0,151	103	6100	59,841	68	26,4	90,7	14	5,982	6,7	0,112684	3964	6,7	
	19:54:44	2	1800,	39,	0,151	103	6100	59,841	69	26,4	90,7	14	6,070	6,7	0,112684	3965	6,7	
	19:54:45	2	1800,	40,	0,151	103	6100	59,841	71	26,4	90,7	14	6,245	7,0	0,117191	3966	7,0	
	19:54:46	2	1800,	41,	0,151	103	6100	59,841	73	26,4	90,7	14	6,421	6,7	0,112684	3965	6,7	
	19:54:47	2	1800,	42,	0,150	102	6100	59,841	74	26,4	90,7	14	6,509	6,7	0,112684	3963	6,7	
	19:54:48	2	1800,	43,	0,150	102	6100	59,841	76	26,1	90,7	14	6,685	6,5	0,108177	3963	6,5	
	19:54:49	2	1800,	44,	0,150	102	6100	59,841	78	26,1	90,7	14	6,861	6,5	0,108177	3963	6,5	
	19:54:50	2	1800,	45,	0,150	102	6100	59,841	80	26,1	90,7	14	7,037	6,5	0,108177	3963	6,5	
	19:54:51	2	1800,	46,	0,150	102	6100	59,841	81	26,1	90,7	14	7,125	6,5	0,108177	3963	6,5	
	19:54:52	2	1800,	47,	0,150	102	6100	59,841	83	26,1	90,7	14	7,301	6,5	0,108177	3964	6,5	
	19:54:53	2	1800,	48,	0,150	102	6100	59,841	85	26,1	90,7	14	7,477	6,5	0,108177	3963	6,5	
	19:54:54	2	1800,	49,	0,150	102	6100	59,841	86	26,1	90,7	14	7,565	6,7	0,112684	3963	6,7	
	19:54:55	2	1800,	50,	0,150	102	6100	59,841	88	26,1	90,7	14	7,741	6,5	0,108177	3964	6,5	
	19:54:56	2	1800,	51,	0,150	102	6100	59,841	90	26,4	90,7	14	7,917	6,5	0,108177	3964	6,5	
	19:54:57	2	1800,	52,	0,150	102	6100	59,841	91	26,4	90,7	14	8,005	6,5	0,108177	3963	6,5	
	19:54:58	2	1800,	53,	0,150	102	6100	59,841	93	26,4	90,7	14	8,181	6,5	0,108177	3964	6,5	
	19:54:59	2	1800,	54,	0,150	102	6100	59,841	95	26,4	90,7	14	8,357	6,5	0,108177	3963	6,5	
	19:55:00	2	1800,	55,	0,150	102	6100	59,841	97	26,4	90,7	14	8,533	6,5	0,108177	3962	6,5	
	19:55:01	2	1800,	56,	0,150	102	6100	59,841	98	26,4	90,7	14	8,621	6,5	0,108177	3962	6,5	
	19:55:02	2	1800,	57,	0,150	102	6100	59,841	100	26,4	90,7	14	8,796	6,5	0,108177	3963	6,5	
	19:55:03	2	1800,	58,	0,150	102	6100	59,841	102	26,4	90,7	14	8,972	6,5	0,108177	3963	6,5	
	19:55:04	2	1800,	59,	0,150	102	6100	59,841	103	26,4	90,7	14	9,060	6,5	0,108177	3963	6,5	
	19:55:05	2	1800,	60,	0,150	102	6100	59,841	105	26,4	90,7	14	9,236	6,5	0,108177	3964	6,5	
	19:55:06	2	1800,	61,	0,150	102	6100	59,841	107	26,4	90,7	14	9,412	6,2	0,103669	3964	6,2	
	19:55:07	2	1800,	62,	0,150	102	6100	59,841	109	26,4	90,7	14	9,588	6,2	0,103669	3961	6,2	
	19:55:08	2	1800,	63,	0,150	102	6100	59,841	110	26,4	90,7	14	9,676	6,5	0,108177	3962	6,5	
	19:55:09	2	1800,	64,	0,150	102	6100	59,841	112	26,4	90,7	14	9,852	6,5	0,108177	3963	6,5	
	19:55:10	2	1800,	65,	0,150	102	6100	59,841	114	26,4	90,7	14	10,028	6,5	0,108177	3963	6,5	
	19:55:11	2	1800,	66,	0,150	102	6100	59,841	115	26,4	90,7	14	10,116	6,5	0,108177	3964	6,5	
	19:55:12	2	1800,	67,	0,150	102	6100	59,841	117	26,4	90,7	14	10,292	6,5	0,108177	3965	6,5	
	19:55:13	2	1800,	68,	0,150	102	6100	59,841	119	26,4	90,7	14	10,468	6,5	0,108177	3965	6,5	
	19:55:14	2	1800,	69,	0,150	102	6100	59,841	120	26,1	90,7	14	10,556	6,7	0,112684	3962	6,7	
	19:55:15	2	1800,	70,	0,150	102	6100	59,841	122	26,1	90,7	14	10,732	6,5	0,108177	3963	6,5	
	19:55:16	2	1800,	71,	0,150	102	6100	59,841	124	26,1	90,7	14	10,908	6,5	0,108177	3962	6,5	
	19:55:17	2	1800,	72,	0,150	102	6100	59,841	126	26,1	90,7	14	11,084	6,5	0,108177	3962	6,5	
	19:55:18	2	1800,	73,	0,150	102	6100	59,841	127	26,4	90,7	14	11,172	6,2	0,103669	3962	6,2	
	19:55:19	2	1800,	74,	0,150	102	6100	59,841	129	26,4	90,7	14	11,347	6,2	0,103669	3964	6,2	
	19:55:20	2	1800,	75,	0,150	102	6100	59,841	131	26,4	90,7	14	11,523	6,5	0,108177	3962	6,5	
	19:55:21	2	1800,	76,	0,150	102	6100	59,841	132	26,4	90,7	14	11,611	6,5	0,108177	3961	6,5	
	19:55:22	2	1800,	77,	0,150	102	6100	59,841	134	26,4	90,7	14	11,787	6,5	0,108177	3962	6,5	
	19:55:23	2	1800,	78,	0,150	102	6100	59,841	136	26,4	90,7	14	11,963	6,7	0,112684	3962	6,7	
	19:55:24	2	1800,	79,	0,150	102	6100	59,841	138	26,4	90,7	14	12,139	6,7	0,112684	3961	6,7	
	19:55:25	2	1800,	80,	0,150	102	6100	59,841	139	26,4	90,7	14	12,227	6,7	0,112684	3961	6,7	
	19:55:26	2	1800,	81,	0,150	102	6100	59,841	141	26,4	90,7	14	12,403	6,5	0,108177	3962	6,5	
	19:55:27	2	1800,	82,	0,150	102	6100	59,841	143	26,4	90,7	14	12,579	6,5	0,108177	3961	6,5	
	19:55:28	2	1800,	83,	0,150	102	6100	59,841	144	26,4	90,7	14	12,667	6,5	0,108177	3961	6,5	
	19:55:29	2	1800,	84,	0,150	102	6100	59,841	146	26,4	90,7	14	12,843	6,7	0,112684	3963	6,7	
	19:55:30	2	1800,	85,	0,150	102	6100	59,841	148	26,4	90,7	14	13,019	6,5	0,108177	3963	6,5	
	19:55:31	2	1800,	86,	0,150	102	6100	59,841	150	26,4	90,7	14	13,195	6,5	0,108177	3962	6,5	
	19:55:32	2	1800,	87,	0,150	102	6100	59,841	151	26,1	90,7	14	13,283	6,5	0,108177	3962	6,5	
	19:55:33	2	1800,	88,	0,150	102	6100	59,841	153	26,1	90,7	14	13,459	6,7	0,112684	3962	6,7	
	19:55:34	2	1800,	89,	0,150	102	6100	59,841	155	26,1	90,7	14	13,635	6,5	0,108177	3962	6,5	
	19:55:35	2	1800,	90,	0,150	102	6100	59,841	156	26,1	90,7	14	13,722	6,5	0,108177	3962	6,5	
	19:55:36	2	1800,	91,	0,150	102	6100	59,841	158	26,1	90,7	14	13,898	6,5	0,108177	3963	6,5	
	19:55:37	2	1800,	92,	0,150	102	6100	59,841	160	26,1	90,7	14	14,074	6,5	0,108177	3962	6,5	
	19:55:38	2	1800,	93,	0,151	103	6100	59,841	162	26,1	90,7	14	14,250	6,5	0,108177	3961	6,5	
	19:55:39	2	1800,	94,	0,150	102	6100	59,841	163	26,1	90,7	14	14,338	6,5	0,108177	3962	6,5	
	19:55:40	2	1800,	95,	0,150	102	6100	59,841	165	26,1	90,7	14	14,514	6,7	0,112684	3962	6,7	
	19:55:41	2	1800,	96,	0,150	102	6100	59,841	167	26,4	90,7	14	14,690	6,7	0,112684	3961	6,7	
	19:55:42	2	1800,	97,	0,150	102	6100	59,841	168	26,1	90,7	14	14,778	6,7	0,112684	3961	6,7	
	19:55:43	2	1800,	98,	0,150	102	6100	59,841	170	26,1	90,7	14	14,954	6,7	0,112684	3963	6,7	
	19:55:44	2	1800,	99,	0,150	102	6100	59,841	172	26,4	90,7	14	15,130	6,5	0,108177	3962	6,5	
	19:55:45	2	1800,	100,	0,150	102	6100	59,841	173	26,1	90,7	14	15,218	6,5	0,108177	3961	6,5	
	19:55:46	2	1800,	101,	0,150	102	6100	59,841	175	26,1	90,7	14	15,394	6,5	0,108177	3962	6,5	
	19:55:47	2	1800,	102,	0,150	102	6100	59,841	177	26,4	90,7	14	15,570	6,5	0,108177	3962	6,5	
	19:55:48	2	1800,	103,	0,150	102	6100	59,841	179	26,4	90,7	14	15,746	6,5	0,108177	3961	6,5	
	19:55:49	2	1800,	104,	0,150	102	6100	59,841	180	26,4	90,7	14	15,834	6,5	0,108177	3962	6,5	
	19:55:50	2	1800,	105,	0,150	102	6100	59,841	182	26,4	90,7	14	16,010	6,5	0,108177	3963	6,5	
	19:55:51	2	1800,	106,	0,150	102	6100	59,841	184	26,4	90,7	14	16,185	6,5	0,108177	3962	6,5	
	19:55:52	2	1800,	107,	0,150	102	6100	59,841	185	26,1	90,7	14	16,273	6,7	0,112684	3961	6,7	
	19:55:53	2	1800,	108,	0,150	102	6100	59,841	187	26,1	90,7	14	16,449	6,5	0,108177	3962	6,5	
	19:55:54	2	1800,	109,	0,150	102	6100	59,841	189	26,1	90,7	14	16,625	6,5	0,108177	3961	6,5	
	19:55:55	2	1800,	110,	0,150	102	6100	59,841	191	26,4	90,7	14	16,801	6,5	0,108177	3960	6,5	
	19:55:56	2	1800,	111,	0,150	102	6100	59,841	192	26,4	90,7	14	16,889	6,7	0,112684	3961	6,7	
	19:55:57	2	1800,	112,	0,150	102	6100	59,841	194	26,4	90,7	14	17,065	6,7	0,112684	3962	6,7	
	19:55:58	2	1800,	113,	0,150	102	6100	59,841	196	26,4	90,8	14	17,241	6,5	0,108177	3962	6,5	
	19:55:59	2	1800,	114,	0,150	102	6100	59,841	197	26,4	90,7	14	17,329	6,7	0,112684	3961	6,7	
	19:56:00	2	1800,	115,	0,150	102	6100	59,841	199	26,4	90,7	14	17,505	6,7	0,112684	3963	6,7	
	19:56:01	2	1800,	116,	0,150	102	6100	59,841	201	26,1	90,7	14	17,681	6,5	0,108177	3962	6,5	
	19:56:02	2	1800,	117,	0,150	102	6100	59,841	203	26,1	90,7	14	17,857	6,5	0,108177	3960	6,5	
	19:56:03	2	1800,	118,	0,150	102	6100	59,841	204	26,1	90,7	14	17,945	6,7	0,112684	3961	6,7	
	19:56:04	2	1800,	119,	0,150	102	6100	59,841	206	26,1	90,7	14	18,121	6,7	0,112684	3962	6,7	
	19:56:05	2	1800,	120,	0,151	103	6100	59,841	208	26,4	90,7	14	18,297	6,7	0,112684	3962	6,7	
	19:56:06	2	1800,	121,	0,150	102	6100	59,841	209	26,4	90,7	14	18,385	6,7	0,112684	3962	6,7	
	19:56:07	2	1800,	122,	0,150	102	6100	59,841	211	26,4	90,7	14	18,561	6,7	0,112684	3963	6,7	
	19:56:08	2	1800,	123,	0,150	102	6100	59,841	213	26,4	90,7	14	18,736	6,7	0,112684	3961	6,7	
	19:56:09	2	1800,	124,	0,150	102	6100	59,841	215	26,4	90,7	14	18,912	6,7	0,112684	3960	6,7	
	19:56:10	2	1800,	125,	0,150	102	6100	59,841	216	26,4	90,7	14	19,000	6,7	0,112684	3961	6,7	
	19:56:11	2	1800,	126,	0,150	102	6100	59,841	218	26,4	90,7	14	19,176	6,5	0,108177	3961	6,5	
	19:56:12	2	1800,	127,	0,150	102	6100	59,841	220	26,4	90,7	14	19,352	6,5	0,108177	3960	6,5	
	19:56:13	2	1800,	128,	0,150	102	6100	59,841	221	26,4	90,7	14	19,440	6,5	0,108177	3960	6,5	
	19:56:14	2	1800,	129,	0,150	102	6100	59,841	223	26,4	90,7	14	19,616	6,5	0,108177	3961	6,5	
	19:56:15	2	1800,	130,	0,150	102	6100	59,841	225	26,4	90,7	14	19,792	6,5	0,108177	3960	6,5	
	19:56:16	2	1800,	131,	0,150	102	6100	59,841	226	26,4	90,7	14	19,880	6,5	0,108177	3959	6,5	
	19:56:17	2	1800,	132,	0,150	102	6100	59,841	228	26,1	90,7	14	20,056	6,2	0,103669	3960	6,2	
	19:56:18	2	1800,	133,	0,150	102	6100	59,841	230	26,1	90,7	14	20,232	6,2	0,103669	3960	6,2	
	19:56:19	2	1800,	134,	0,150	102	6100	59,841	232	26,1	90,7	14	20,408	6,5	0,108177	3958	6,5	
	19:56:20	2	1800,	135,	0,150	102	6100	59,841	233	26,4	90,7	14	20,496	6,5	0,108177	3959	6,5	
	19:56:21	2	1800,	136,	0,150	102	6100	59,841	235	26,4	90,7	14	20,672	6,5	0,108177	3960	6,5	
	19:56:22	2	1800,	137,	0,150	102	6100	59,841	237	26,4	90,7	14	20,848	6,5	0,108177	3961	6,5	
	19:56:23	2	1800,	138,	0,150	102	6100	59,841	238	26,4	90,7	14	20,936	6,5	0,108177	3960	6,5	
	19:56:24	2	1800,	139,	0,150	102	6100	59,841	240	26,4	90,7	14	21,112	6,5	0,108177	3961	6,5	
	19:56:25	2	1800,	140,	0,150	102	6100	59,841	242	26,1	90,7	14	21,287	6,7	0,112684	3960	6,7	
	19:56:26	2	1800,	141,	0,150	102	6100	59,841	244	26,1	90,7	14	21,463	6,7	0,112684	3958	6,7	
	19:56:27	2	1800,	142,	0,150	102	6100	59,841	245	26,1	90,7	14	21,551	6,5	0,108177	3960	6,5	
	19:56:28	2	1800,	143,	0,150	102	6100	59,841	247	26,4	90,7	14	21,727	6,5	0,108177	3960	6,5	
	19:56:29	2	1800,	144,	0,150	102	6100	59,841	249	26,4	90,7	14	21,903	6,5	0,108177	3959	6,5	
	19:56:30	2	1800,	145,	0,151	103	6100	59,841	250	26,4	90,7	14	21,991	6,5	0,108177	3958	6,5	
	19:56:31	2	1800,	146,	0,150	102	6100	59,841	252	26,4	90,7	14	22,167	6,5	0,108177	3960	6,5	
	19:56:32	2	1800,	147,	0,150	102	6100	59,841	254	26,4	90,7	14	22,343	6,5	0,108177	3960	6,5	
	19:56:33	2	1800,	148,	0,150	102	6100	59,841	256	26,4	90,7	14	22,519	6,2	0,103669	3959	6,2	
	19:56:34	2	1800,	149,	0,150	102	6100	59,841	257	26,1	90,7	14	22,607	6,2	0,103669	3960	6,2	
	19:56:35	2	1800,	150,	0,150	102	6100	59,841	259	26,4	90,7	14	22,783	6,2	0,103669	3960	6,2	
	19:56:36	2	1800,	151,	0,150	102	6100	59,841	261	26,4	90,7	14	22,959	6,2	0,103669	3959	6,2	
	19:56:37	2	1800,	152,	0,150	102	6100	59,841	262	26,1	90,7	14	23,047	6,2	0,103669	3959	6,2	
	19:56:38	2	1800,	153,	0,150	102	6100	59,841	264	26,1	90,7	14	23,223	6,2	0,103669	3960	6,2	
	19:56:39	2	1800,	154,	0,150	102	6100	59,841	266	26,1	90,7	14	23,399	6,5	0,108177	3959	6,5	
	19:56:40	2	1800,	155,	0,150	102	6100	59,841	267	26,1	90,7	14	23,487	6,5	0,108177	3957	6,5	
	19:56:41	2	1800,	156,	0,150	102	6100	59,841	269	26,1	90,7	14	23,662	6,5	0,108177	3958	6,5	
	19:56:42	2	1800,	157,	0,150	102	6100	59,841	271	26,1	90,7	14	23,838	6,2	0,103669	3960	6,2	
	19:56:43	2	1800,	158,	0,150	102	6100	59,841	273	26,1	90,7	14	24,014	6,2	0,103669	3959	6,2	
	19:56:44	2	1800,	159,	0,150	102	6100	59,841	274	26,4	90,7	14	24,102	6,2	0,103669	3960	6,2	
	19:56:45	2	1800,	160,	0,150	102	6100	59,841	276	26,4	90,7	14	24,278	6,2	0,103669	3961	6,2	
	19:56:46	2	1800,	161,	0,150	102	6100	59,841	278	26,4	90,7	14	24,454	6,5	0,108177	3960	6,5	
	19:56:47	2	1800,	162,	0,150	102	6100	59,841	279	26,4	90,7	14	24,542	6,5	0,108177	3959	6,5	
	19:56:48	2	1800,	163,	0,150	102	6100	59,841	281	26,4	90,7	14	24,718	6,5	0,108177	3960	6,5	
	19:56:49	2	1800,	164,	0,150	102	6100	59,841	283	26,4	90,7	14	24,894	6,2	0,103669	3960	6,2	
	19:56:50	2	1800,	165,	0,150	102	6100	59,841	285	26,4	90,7	14	25,070	6,2	0,103669	3958	6,2	
	19:56:51	2	1800,	166,	0,150	102	6100	59,841	286	26,4	90,7	14	25,158	6,2	0,103669	3959	6,2	
	19:56:52	2	1800,	167,	0,150	102	6100	59,841	288	26,4	90,7	14	25,334	6,2	0,103669	3960	6,2	
	19:56:53	2	1800,	168,	0,150	102	6100	59,841	290	26,1	90,7	14	25,510	6,2	0,103669	3959	6,2	
	19:56:54	2	1800,	169,	0,150	102	6100	59,841	291	26,1	90,7	14	25,598	6,2	0,103669	3958	6,2	
	19:56:55	2	1800,	170,	0,151	103	6100	59,841	293	26,1	90,7	14	25,774	6,2	0,103669	3960	6,2	
	19:56:56	2	1800,	171,	0,151	103	6100	59,841	295	26,1	90,7	14	25,950	6,2	0,103669	3959	6,2	
	19:56:57	2	1800,	172,	0,150	102	6100	59,841	297	26,4	90,7	14	26,125	6,2	0,103669	3958	6,2	
	19:56:58	2	1800,	173,	0,150	102	6100	59,841	298	26,4	90,7	14	26,213	6,2	0,103669	3959	6,2	
	19:56:59	2	1800,	174,	0,150	102	6100	59,841	300	26,4	90,7	14	26,389	6,5	0,108177	3960	6,5	
	19:57:00	2	1800,	175,	0,150	102	6100	59,841	302	26,4	90,7	14	26,565	6,5	0,108177	3960	6,5	
	19:57:01	2	1800,	176,	0,150	102	6100	59,841	303	26,4	90,7	14	26,653	6,5	0,108177	3959	6,5	
	19:57:02	2	1800,	177,	0,150	102	6100	59,841	305	26,1	90,7	14	26,829	6,2	0,103669	3960	6,2	
	19:57:03	2	1800,	178,	0,150	102	6100	59,841	307	26,1	90,7	14	27,005	6,2	0,103669	3959	6,2	
	19:57:04	2	1800,	179,	0,150	102	6100	59,841	308	26,1	90,7	14	27,093	6,5	0,108177	3958	6,5	
	19:57:05	2	1800,	180,	0,150	102	6100	59,841	310	26,1	90,7	14	27,269	6,5	0,108177	3959	6,5	
	19:57:06	2	1800,	181,	0,150	102	6100	59,841	312	26,1	90,7	14	27,445	6,5	0,108177	3959	6,5	
	19:57:07	2	1800,	182,	0,150	102	6100	59,841	314	26,1	90,7	14	27,621	6,5	0,108177	3958	6,5	
	19:57:08	2	1800,	183,	0,150	102	6100	59,841	315	26,1	90,7	14	27,709	6,5	0,108177	3958	6,5	
	19:57:09	2	1800,	184,	0,150	102	6100	59,841	317	26,1	90,7	14	27,885	6,2	0,103669	3960	6,2	
	19:57:10	2	1800,	185,	0,150	102	6100	59,841	319	26,4	90,7	14	28,061	6,2	0,103669	3959	6,2	
	19:57:11	2	1800,	186,	0,150	102	6100	59,841	320	26,1	90,7	14	28,149	6,2	0,103669	3959	6,2	
	19:57:12	2	1800,	187,	0,150	102	6100	59,841	322	26,4	90,7	14	28,325	6,2	0,103669	3960	6,2	
	19:57:13	2	1800,	188,	0,150	102	6100	59,841	324	26,4	90,7	14	28,501	6,2	0,103669	3959	6,2	
	19:57:14	2	1800,	189,	0,150	102	6100	59,841	326	26,4	90,7	14	28,676	6,2	0,103669	3959	6,2	
	19:57:15	2	1800,	190,	0,150	102	6100	59,841	327	26,1	90,7	14	28,764	5,9	0,099162	3959	5,9	
	19:57:16	2	1800,	191,	0,150	102	6100	59,841	329	26,4	90,7	14	28,940	6,2	0,103669	3959	6,2	
	19:57:17	2	1800,	192,	0,150	102	6100	59,841	331	26,1	90,7	14	29,116	6,5	0,108177	3959	6,5	
	19:57:18	2	1800,	193,	0,150	102	6100	59,841	332	26,1	90,7	14	29,204	6,5	0,108177	3958	6,5	
	19:57:19	2	1800,	194,	0,150	102	6100	59,841	334	26,1	90,7	14	29,380	6,5	0,108177	3959	6,5	
	19:57:20	2	1800,	195,	0,150	102	6100	59,841	336	26,1	90,7	14	29,556	6,5	0,108177	3958	6,5	
	19:57:21	2	1800,	196,	0,150	102	6100	59,841	337	26,1	90,7	14	29,644	6,5	0,108177	3956	6,5	
	19:57:22	2	1800,	197,	0,150	102	6100	59,841	339	26,4	90,7	14	29,820	6,5	0,108177	3957	6,5	
	19:57:23	2	1800,	198,	0,150	102	6100	59,841	341	26,4	90,7	14	29,996	6,5	0,108177	3959	6,5	
	19:57:24	2	1800,	199,	0,150	102	6100	59,841	343	26,4	90,7	14	30,172	6,5	0,108177	3958	6,5	
	19:57:25	2	1800,	200,	0,150	102	6100	59,841	344	26,4	90,7	14	30,260	6,5	0,108177	3959	6,5	
	19:57:26	2	1800,	201,	0,150	102	6100	59,841	346	26,4	90,7	14	30,436	6,7	0,112684	3960	6,7	
	19:57:27	2	1800,	202,	0,150	102	6100	59,841	348	26,4	90,7	14	30,612	6,5	0,108177	3959	6,5	
	19:57:28	2	1800,	203,	0,150	102	6100	59,841	349	26,4	90,7	14	30,700	6,5	0,108177	3957	6,5	
	19:57:29	2	1800,	204,	0,150	102	6100	59,841	351	26,4	90,7	14	30,876	6,7	0,112684	3958	6,7	
	19:57:30	2	1800,	205,	0,150	102	6100	59,841	353	26,4	90,7	14	31,052	6,5	0,108177	3958	6,5	
	19:57:31	2	1800,	206,	0,150	102	6100	59,841	355	26,4	90,7	14	31,227	6,5	0,108177	3958	6,5	
	19:57:32	2	1800,	207,	0,150	102	6100	59,841	356	26,4	90,7	14	31,315	6,5	0,108177	3959	6,5	
	19:57:33	2	1800,	208,	0,150	102	6100	59,841	358	26,4	90,7	14	31,491	6,5	0,108177	3960	6,5	
	19:57:34	2	1800,	209,	0,150	102	6100	59,841	360	26,4	90,7	14	31,667	6,5	0,108177	3958	6,5	
	19:57:35	2	1800,	210,	0,150	102	6100	59,841	361	26,4	90,7	14	31,755	6,5	0,108177	3957	6,5	
	19:57:36	2	1800,	211,	0,150	102	6100	59,841	363	26,4	90,7	14	31,931	6,5	0,108177	3958	6,5	
	19:57:37	2	1800,	212,	0,150	102	6100	59,841	365	26,4	90,7	14	32,107	6,2	0,103669	3959	6,2	
	19:57:38	2	1800,	213,	0,150	102	6100	59,841	367	26,6	90,7	14	32,283	6,2	0,103669	3958	6,2	
	19:57:39	2	1800,	214,	0,150	102	6100	59,841	368	26,4	90,7	14	32,371	6,5	0,108177	3959	6,5	
	19:57:40	2	1800,	215,	0,150	102	6100	59,841	370	26,4	90,7	14	32,547	6,5	0,108177	3959	6,5	
	19:57:41	2	1800,	216,	0,150	102	6100	59,841	372	26,4	90,7	14	32,723	6,5	0,108177	3958	6,5	
	19:57:42	2	1800,	217,	0,150	102	6100	59,841	373	26,4	90,7	14	32,811	6,2	0,103669	3958	6,2	
	19:57:43	2	1800,	218,	0,150	102	6100	59,841	375	26,4	90,7	14	32,987	6,2	0,103669	3961	6,2	
	19:57:44	2	1800,	219,	0,150	102	6100	59,841	377	26,4	90,7	14	33,163	6,5	0,108177	3960	6,5	
	19:57:45	2	1800,	220,	0,150	102	6100	59,841	379	26,1	90,7	14	33,339	6,5	0,108177	3958	6,5	
	19:57:46	2	1800,	221,	0,150	102	6100	59,841	380	26,1	90,7	14	33,427	6,2	0,103669	3959	6,2	
	19:57:47	2	1800,	222,	0,151	103	6100	59,841	382	26,1	90,7	14	33,602	6,2	0,103669	3960	6,2	
	19:57:48	2	1800,	223,	0,151	103	6100	59,841	384	26,1	90,7	14	33,778	6,2	0,103669	3959	6,2	
