Data file		PPS+45PTFE_100N_200RPM_30MINS.TSV
Configuration file		HARI.CFG
Calibration file		KIM_6KG_080419.CAL
Test control file		KIM_NEW2.TSF

test 2		PPS+45PTFE_100N_200RPM_30MINS_1
160210		
loriane-		
		
		
		
		
		

Test started at 17:23:08 on 2019-04-08
	Time	This Step	Step Time	Test Time	Sliding Velocity	Speed	Mass	Load	TOTAL REVOLUTIONS	Specimen Temp	Contact Potential	Radius	Distance	Friction Force	Friction Coefficient	Displacement	Friction Force	
	17:23:45	2	3600,	37,	0,150	65	10000	98,100	43	25,2	90,6	22	5,944	14,6	0,148472	2204	14,6	
	17:23:46	2	3600,	38,	0,150	65	10000	98,100	44	25,2	90,6	22	6,082	14,6	0,148472	2205	14,6	
	17:23:47	2	3600,	39,	0,150	65	10000	98,100	45	25,2	90,7	22	6,220	14,3	0,145723	2205	14,3	
	17:23:48	2	3600,	40,	0,150	65	10000	98,100	46	25,2	90,6	22	6,359	14,3	0,145723	2206	14,3	
	17:23:49	2	3600,	41,	0,150	65	10000	98,100	47	24,9	90,6	22	6,497	14,3	0,145723	2208	14,3	
	17:23:50	2	3600,	42,	0,150	65	10000	98,100	48	25,2	90,6	22	6,635	14,3	0,145723	2209	14,3	
	17:23:51	2	3600,	43,	0,150	65	10000	98,100	49	24,9	90,6	22	6,773	14,3	0,145723	2208	14,3	
	17:23:52	2	3600,	44,	0,150	65	10000	98,100	50	24,9	90,6	22	6,912	14,3	0,145723	2206	14,3	
	17:23:53	2	3600,	45,	0,150	65	10000	98,100	51	25,2	90,6	22	7,050	14,3	0,145723	2205	14,3	
	17:23:54	2	3600,	46,	0,150	65	10000	98,100	52	24,9	90,6	22	7,188	14,3	0,145723	2203	14,3	
	17:23:55	2	3600,	47,	0,150	65	10000	98,100	53	24,9	90,6	22	7,326	14,0	0,142973	2204	14,0	
	17:23:56	2	3600,	48,	0,150	65	10000	98,100	55	24,9	90,6	22	7,603	14,0	0,142973	2204	14,0	
	17:23:57	2	3600,	49,	0,150	65	10000	98,100	56	24,9	90,6	22	7,741	14,3	0,145723	2205	14,3	
	17:23:58	2	3600,	50,	0,150	65	10000	98,100	57	25,2	90,6	22	7,879	14,0	0,142973	2206	14,0	
	17:23:59	2	3600,	51,	0,150	65	10000	98,100	58	25,2	90,6	22	8,017	14,0	0,142973	2207	14,0	
	17:24:00	2	3600,	52,	0,150	65	10000	98,100	59	25,2	90,6	22	8,156	14,0	0,142973	2209	14,0	
	17:24:01	2	3600,	53,	0,150	65	10000	98,100	60	24,9	90,6	22	8,294	14,0	0,142973	2209	14,0	
	17:24:02	2	3600,	54,	0,150	65	10000	98,100	61	24,9	90,6	22	8,432	14,0	0,142973	2209	14,0	
	17:24:03	2	3600,	55,	0,150	65	10000	98,100	62	24,9	90,6	22	8,570	14,0	0,142973	2208	14,0	
	17:24:04	2	3600,	56,	0,150	65	10000	98,100	63	24,9	90,6	22	8,708	14,0	0,142973	2206	14,0	
	17:24:05	2	3600,	57,	0,150	65	10000	98,100	64	25,2	90,6	22	8,847	14,0	0,142973	2204	14,0	
	17:24:06	2	3600,	58,	0,150	65	10000	98,100	65	25,2	90,6	22	8,985	14,0	0,142973	2203	14,0	
	17:24:07	2	3600,	59,	0,150	65	10000	98,100	66	25,2	90,7	22	9,123	14,0	0,142973	2202	14,0	
	17:24:08	2	3600,	60,	0,150	65	10000	98,100	68	25,2	90,7	22	9,400	14,0	0,142973	2202	14,0	
	17:24:09	2	3600,	61,	0,150	65	10000	98,100	69	25,2	90,7	22	9,538	13,8	0,140224	2203	13,8	
	17:24:10	2	3600,	62,	0,150	65	10000	98,100	70	25,2	90,7	22	9,676	14,0	0,142973	2205	14,0	
	17:24:11	2	3600,	63,	0,150	65	10000	98,100	71	25,2	90,7	22	9,814	14,0	0,142973	2207	14,0	
	17:24:12	2	3600,	64,	0,150	65	10000	98,100	72	25,2	90,7	22	9,953	14,0	0,142973	2207	14,0	
	17:24:13	2	3600,	65,	0,150	65	10000	98,100	73	25,2	90,7	22	10,091	14,3	0,145723	2207	14,3	
	17:24:14	2	3600,	66,	0,150	65	10000	98,100	74	25,2	90,6	22	10,229	14,3	0,145723	2207	14,3	
	17:24:15	2	3600,	67,	0,150	65	10000	98,100	75	25,2	90,6	22	10,367	14,0	0,142973	2205	14,0	
	17:24:16	2	3600,	68,	0,150	65	10000	98,100	76	25,2	90,6	22	10,505	13,8	0,140224	2203	13,8	
	17:24:17	2	3600,	69,	0,150	65	10000	98,100	77	24,9	90,6	22	10,644	13,8	0,140224	2201	13,8	
	17:24:18	2	3600,	70,	0,150	65	10000	98,100	78	24,9	90,6	22	10,782	14,0	0,142973	2200	14,0	
	17:24:19	2	3600,	71,	0,150	65	10000	98,100	80	24,9	90,6	22	11,058	13,8	0,140224	2200	13,8	
	17:24:20	2	3600,	72,	0,150	65	10000	98,100	81	25,2	90,6	22	11,197	13,8	0,140224	2201	13,8	
	17:24:21	2	3600,	73,	0,150	65	10000	98,100	82	24,9	90,6	22	11,335	13,8	0,140224	2203	13,8	
	17:24:22	2	3600,	74,	0,150	65	10000	98,100	83	25,2	90,6	22	11,473	13,8	0,140224	2204	13,8	
	17:24:23	2	3600,	75,	0,150	65	10000	98,100	84	25,2	90,6	22	11,611	13,8	0,140224	2205	13,8	
	17:24:24	2	3600,	76,	0,150	65	10000	98,100	85	25,2	90,6	22	11,750	13,8	0,140224	2206	13,8	
	17:24:25	2	3600,	77,	0,150	65	10000	98,100	86	25,2	90,6	22	11,888	13,8	0,140224	2205	13,8	
	17:24:26	2	3600,	78,	0,150	65	10000	98,100	87	25,2	90,6	22	12,026	13,8	0,140224	2203	13,8	
	17:24:27	2	3600,	79,	0,150	65	10000	98,100	88	25,2	90,6	22	12,164	13,8	0,140224	2202	13,8	
	17:24:28	2	3600,	80,	0,150	65	10000	98,100	89	25,2	90,6	22	12,302	13,8	0,140224	2200	13,8	
	17:24:29	2	3600,	81,	0,150	65	10000	98,100	90	25,2	90,7	22	12,441	13,8	0,140224	2200	13,8	
	17:24:30	2	3600,	82,	0,150	65	10000	98,100	91	25,2	90,7	22	12,579	13,8	0,140224	2200	13,8	
	17:24:31	2	3600,	83,	0,150	65	10000	98,100	93	25,2	90,7	22	12,855	13,8	0,140224	2200	13,8	
	17:24:32	2	3600,	84,	0,150	65	10000	98,100	94	25,2	90,6	22	12,994	13,8	0,140224	2201	13,8	
	17:24:33	2	3600,	85,	0,150	65	10000	98,100	95	24,9	90,6	22	13,132	13,8	0,140224	2202	13,8	
	17:24:34	2	3600,	86,	0,150	65	10000	98,100	96	24,9	90,6	22	13,270	13,8	0,140224	2203	13,8	
	17:24:35	2	3600,	87,	0,150	65	10000	98,100	97	24,9	90,6	22	13,408	13,5	0,137474	2204	13,5	
	17:24:36	2	3600,	88,	0,150	65	10000	98,100	98	24,9	90,6	22	13,547	13,5	0,137474	2204	13,5	
	17:24:37	2	3600,	89,	0,150	65	10000	98,100	99	24,9	90,6	22	13,685	13,8	0,140224	2203	13,8	
	17:24:38	2	3600,	90,	0,150	65	10000	98,100	100	25,2	90,6	22	13,823	13,5	0,137474	2201	13,5	
	17:24:39	2	3600,	91,	0,150	65	10000	98,100	101	24,9	90,6	22	13,961	13,5	0,137474	2199	13,5	
	17:24:40	2	3600,	92,	0,150	65	10000	98,100	102	24,9	90,6	22	14,099	13,5	0,137474	2197	13,5	
	17:24:41	2	3600,	93,	0,150	65	10000	98,100	103	25,2	90,6	22	14,238	13,8	0,140224	2196	13,8	
	17:24:42	2	3600,	94,	0,150	65	10000	98,100	105	25,2	90,6	22	14,514	13,8	0,140224	2196	13,8	
	17:24:43	2	3600,	95,	0,150	65	10000	98,100	106	25,2	90,7	22	14,652	13,8	0,140224	2197	13,8	
	17:24:44	2	3600,	96,	0,150	65	10000	98,100	107	25,2	90,7	22	14,791	13,8	0,140224	2198	13,8	
	17:24:45	2	3600,	97,	0,147	64	10000	98,100	108	25,2	90,7	22	14,929	13,5	0,137474	2200	13,5	
	17:24:46	2	3600,	98,	0,147	64	10000	98,100	109	25,2	90,7	22	15,067	13,5	0,137474	2201	13,5	
	17:24:47	2	3600,	99,	0,147	64	10000	98,100	110	25,2	90,7	22	15,205	13,5	0,137474	2202	13,5	
	17:24:48	2	3600,	100,	0,147	64	10000	98,100	111	25,2	90,7	22	15,344	13,8	0,140224	2202	13,8	
	17:24:49	2	3600,	101,	0,150	65	10000	98,100	112	25,2	90,6	22	15,482	13,8	0,140224	2201	13,8	
	17:24:50	2	3600,	102,	0,150	65	10000	98,100	113	25,2	90,6	22	15,620	13,8	0,140224	2199	13,8	
	17:24:51	2	3600,	103,	0,150	65	10000	98,100	114	25,2	90,6	22	15,758	13,8	0,140224	2198	13,8	
	17:24:52	2	3600,	104,	0,150	65	10000	98,100	115	25,2	90,6	22	15,896	13,8	0,140224	2196	13,8	
	17:24:53	2	3600,	105,	0,150	65	10000	98,100	116	24,9	90,6	22	16,035	13,5	0,137474	2196	13,5	
	17:24:54	2	3600,	106,	0,150	65	10000	98,100	118	24,9	90,6	22	16,311	13,5	0,137474	2196	13,5	
	17:24:55	2	3600,	107,	0,150	65	10000	98,100	119	25,2	90,6	22	16,449	13,5	0,137474	2196	13,5	
	17:24:56	2	3600,	108,	0,150	65	10000	98,100	120	25,2	90,6	22	16,588	13,8	0,140224	2198	13,8	
	17:24:57	2	3600,	109,	0,150	65	10000	98,100	121	25,2	90,6	22	16,726	13,5	0,137474	2200	13,5	
	17:24:58	2	3600,	110,	0,150	65	10000	98,100	122	25,2	90,6	22	16,864	13,5	0,137474	2201	13,5	
	17:24:59	2	3600,	111,	0,150	65	10000	98,100	123	25,2	90,6	22	17,002	13,8	0,140224	2201	13,8	
	17:25:00	2	3600,	112,	0,150	65	10000	98,100	124	25,2	90,6	22	17,141	13,8	0,140224	2200	13,8	
	17:25:01	2	3600,	113,	0,150	65	10000	98,100	125	25,2	90,7	22	17,279	13,5	0,137474	2198	13,5	
	17:25:02	2	3600,	114,	0,150	65	10000	98,100	126	25,2	90,7	22	17,417	13,5	0,137474	2197	13,5	
	17:25:03	2	3600,	115,	0,150	65	10000	98,100	127	25,2	90,7	22	17,555	13,5	0,137474	2196	13,5	
	17:25:04	2	3600,	116,	0,150	65	10000	98,100	128	25,2	90,7	22	17,693	13,5	0,137474	2195	13,5	
	17:25:05	2	3600,	117,	0,150	65	10000	98,100	129	25,2	90,7	22	17,832	13,5	0,137474	2195	13,5	
	17:25:06	2	3600,	118,	0,150	65	10000	98,100	131	25,2	90,6	22	18,108	13,5	0,137474	2195	13,5	
	17:25:07	2	3600,	119,	0,150	65	10000	98,100	132	25,2	90,6	22	18,246	13,5	0,137474	2196	13,5	
	17:25:08	2	3600,	120,	0,150	65	10000	98,100	133	25,2	90,6	22	18,385	13,5	0,137474	2197	13,5	
	17:25:09	2	3600,	121,	0,150	65	10000	98,100	134	25,2	90,6	22	18,523	13,5	0,137474	2198	13,5	
	17:25:10	2	3600,	122,	0,150	65	10000	98,100	135	25,2	90,6	22	18,661	13,5	0,137474	2199	13,5	
	17:25:11	2	3600,	123,	0,150	65	10000	98,100	136	24,9	90,6	22	18,799	13,5	0,137474	2198	13,5	
	17:25:12	2	3600,	124,	0,150	65	10000	98,100	137	24,9	90,6	22	18,938	13,5	0,137474	2196	13,5	
	17:25:13	2	3600,	125,	0,150	65	10000	98,100	138	24,9	90,6	22	19,076	13,5	0,137474	2195	13,5	
	17:25:14	2	3600,	126,	0,150	65	10000	98,100	139	24,9	90,6	22	19,214	13,5	0,137474	2195	13,5	
	17:25:15	2	3600,	127,	0,150	65	10000	98,100	140	24,9	90,6	22	19,352	13,5	0,137474	2193	13,5	
	17:25:16	2	3600,	128,	0,150	65	10000	98,100	141	24,9	90,6	22	19,490	13,2	0,134725	2193	13,2	
	17:25:17	2	3600,	129,	0,150	65	10000	98,100	143	24,9	90,6	22	19,767	13,5	0,137474	2193	13,5	
	17:25:18	2	3600,	130,	0,150	65	10000	98,100	144	24,9	90,6	22	19,905	13,5	0,137474	2194	13,5	
	17:25:19	2	3600,	131,	0,150	65	10000	98,100	145	25,2	90,6	22	20,043	13,5	0,137474	2195	13,5	
	17:25:20	2	3600,	132,	0,150	65	10000	98,100	146	25,2	90,6	22	20,182	13,5	0,137474	2196	13,5	
	17:25:21	2	3600,	133,	0,150	65	10000	98,100	147	24,9	90,6	22	20,320	13,5	0,137474	2197	13,5	
	17:25:22	2	3600,	134,	0,147	64	10000	98,100	148	24,9	90,6	22	20,458	13,5	0,137474	2198	13,5	
	17:25:23	2	3600,	135,	0,147	64	10000	98,100	149	25,2	90,6	22	20,596	13,5	0,137474	2198	13,5	
	17:25:24	2	3600,	136,	0,147	64	10000	98,100	150	25,2	90,6	22	20,735	13,5	0,137474	2196	13,5	
	17:25:25	2	3600,	137,	0,147	64	10000	98,100	151	25,2	90,6	22	20,873	13,5	0,137474	2196	13,5	
	17:25:26	2	3600,	138,	0,147	64	10000	98,100	152	25,2	90,7	22	21,011	13,5	0,137474	2195	13,5	
	17:25:27	2	3600,	139,	0,150	65	10000	98,100	153	25,2	90,6	22	21,149	13,5	0,137474	2195	13,5	
	17:25:28	2	3600,	140,	0,150	65	10000	98,100	154	25,2	90,6	22	21,287	13,5	0,137474	2193	13,5	
	17:25:29	2	3600,	141,	0,150	65	10000	98,100	156	25,2	90,6	22	21,564	13,5	0,137474	2193	13,5	
	17:25:30	2	3600,	142,	0,150	65	10000	98,100	157	25,2	90,6	22	21,702	13,5	0,137474	2194	13,5	
	17:25:31	2	3600,	143,	0,150	65	10000	98,100	158	25,2	90,6	22	21,840	13,8	0,140224	2195	13,8	
	17:25:32	2	3600,	144,	0,150	65	10000	98,100	159	25,2	90,6	22	21,979	13,5	0,137474	2197	13,5	
	17:25:33	2	3600,	145,	0,150	65	10000	98,100	160	25,2	90,6	22	22,117	13,5	0,137474	2197	13,5	
	17:25:34	2	3600,	146,	0,150	65	10000	98,100	161	24,9	90,6	22	22,255	13,5	0,137474	2198	13,5	
	17:25:35	2	3600,	147,	0,150	65	10000	98,100	162	25,2	90,6	22	22,393	13,5	0,137474	2196	13,5	
	17:25:36	2	3600,	148,	0,150	65	10000	98,100	163	25,2	90,7	22	22,532	13,5	0,137474	2195	13,5	
	17:25:37	2	3600,	149,	0,150	65	10000	98,100	164	25,2	90,6	22	22,670	13,5	0,137474	2193	13,5	
	17:25:38	2	3600,	150,	0,150	65	10000	98,100	165	25,2	90,6	22	22,808	13,5	0,137474	2192	13,5	
	17:25:39	2	3600,	151,	0,150	65	10000	98,100	166	25,2	90,6	22	22,946	13,5	0,137474	2192	13,5	
	17:25:40	2	3600,	152,	0,150	65	10000	98,100	168	25,2	90,6	22	23,223	13,5	0,137474	2192	13,5	
	17:25:41	2	3600,	153,	0,150	65	10000	98,100	169	24,9	90,6	22	23,361	13,5	0,137474	2192	13,5	
	17:25:42	2	3600,	154,	0,150	65	10000	98,100	170	24,9	90,6	22	23,499	13,5	0,137474	2193	13,5	
	17:25:43	2	3600,	155,	0,150	65	10000	98,100	171	25,2	90,6	22	23,637	13,5	0,137474	2195	13,5	
	17:25:44	2	3600,	156,	0,150	65	10000	98,100	172	25,2	90,6	22	23,776	13,5	0,137474	2195	13,5	
	17:25:45	2	3600,	157,	0,150	65	10000	98,100	173	25,2	90,6	22	23,914	13,2	0,134725	2196	13,2	
	17:25:46	2	3600,	158,	0,150	65	10000	98,100	174	24,9	90,6	22	24,052	13,5	0,137474	2196	13,5	
	17:25:47	2	3600,	159,	0,150	65	10000	98,100	175	24,9	90,6	22	24,190	13,5	0,137474	2195	13,5	
	17:25:48	2	3600,	160,	0,150	65	10000	98,100	176	24,9	90,6	22	24,328	13,5	0,137474	2193	13,5	
	17:25:49	2	3600,	161,	0,150	65	10000	98,100	177	24,9	90,6	22	24,467	13,5	0,137474	2191	13,5	
	17:25:50	2	3600,	162,	0,150	65	10000	98,100	178	24,9	90,6	22	24,605	13,5	0,137474	2190	13,5	
	17:25:51	2	3600,	163,	0,150	65	10000	98,100	179	24,9	90,6	22	24,743	13,5	0,137474	2189	13,5	
	17:25:52	2	3600,	164,	0,150	65	10000	98,100	181	24,9	90,6	22	25,020	13,5	0,137474	2189	13,5	
	17:25:53	2	3600,	165,	0,150	65	10000	98,100	182	25,2	90,6	22	25,158	13,5	0,137474	2190	13,5	
	17:25:54	2	3600,	166,	0,150	65	10000	98,100	183	25,2	90,6	22	25,296	13,5	0,137474	2190	13,5	
	17:25:55	2	3600,	167,	0,150	65	10000	98,100	184	25,2	90,6	22	25,434	13,5	0,137474	2193	13,5	
	17:25:56	2	3600,	168,	0,150	65	10000	98,100	185	25,2	90,6	22	25,573	13,5	0,137474	2194	13,5	
	17:25:57	2	3600,	169,	0,150	65	10000	98,100	186	25,2	90,6	22	25,711	13,5	0,137474	2194	13,5	
	17:25:58	2	3600,	170,	0,150	65	10000	98,100	187	25,2	90,6	22	25,849	13,5	0,137474	2193	13,5	
	17:25:59	2	3600,	171,	0,150	65	10000	98,100	188	25,2	90,6	22	25,987	13,5	0,137474	2191	13,5	
	17:26:00	2	3600,	172,	0,150	65	10000	98,100	189	25,2	90,6	22	26,125	13,5	0,137474	2190	13,5	
	17:26:01	2	3600,	173,	0,150	65	10000	98,100	190	25,2	90,6	22	26,264	13,5	0,137474	2188	13,5	
	17:26:02	2	3600,	174,	0,150	65	10000	98,100	191	25,2	90,6	22	26,402	13,5	0,137474	2189	13,5	
	17:26:03	2	3600,	175,	0,150	65	10000	98,100	193	25,2	90,6	22	26,678	13,5	0,137474	2189	13,5	
	17:26:04	2	3600,	176,	0,150	65	10000	98,100	194	25,2	90,6	22	26,817	13,5	0,137474	2190	13,5	
	17:26:05	2	3600,	177,	0,150	65	10000	98,100	195	25,2	90,6	22	26,955	13,5	0,137474	2190	13,5	
	17:26:06	2	3600,	178,	0,150	65	10000	98,100	196	25,2	90,6	22	27,093	13,5	0,137474	2191	13,5	
	17:26:07	2	3600,	179,	0,150	65	10000	98,100	197	25,2	90,7	22	27,231	13,5	0,137474	2193	13,5	
	17:26:08	2	3600,	180,	0,150	65	10000	98,100	198	25,2	90,6	22	27,370	13,5	0,137474	2193	13,5	
	17:26:09	2	3600,	181,	0,150	65	10000	98,100	199	25,2	90,6	22	27,508	13,5	0,137474	2193	13,5	
	17:26:10	2	3600,	182,	0,150	65	10000	98,100	200	25,2	90,6	22	27,646	13,5	0,137474	2191	13,5	
	17:26:11	2	3600,	183,	0,147	64	10000	98,100	201	25,2	90,6	22	27,784	13,5	0,137474	2190	13,5	
	17:26:12	2	3600,	184,	0,147	64	10000	98,100	202	25,4	90,6	22	27,922	13,5	0,137474	2189	13,5	
	17:26:13	2	3600,	185,	0,147	64	10000	98,100	203	25,4	90,6	22	28,061	13,5	0,137474	2187	13,5	
	17:26:14	2	3600,	186,	0,147	64	10000	98,100	204	25,4	90,7	22	28,199	13,5	0,137474	2186	13,5	
	17:26:15	2	3600,	187,	0,150	65	10000	98,100	206	25,4	90,7	22	28,475	13,5	0,137474	2186	13,5	
	17:26:16	2	3600,	188,	0,150	65	10000	98,100	207	25,2	90,7	22	28,614	13,8	0,140224	2186	13,8	
	17:26:17	2	3600,	189,	0,150	65	10000	98,100	208	25,2	90,6	22	28,752	13,8	0,140224	2187	13,8	
	17:26:18	2	3600,	190,	0,150	65	10000	98,100	209	25,2	90,6	22	28,890	13,5	0,137474	2189	13,5	
	17:26:19	2	3600,	191,	0,150	65	10000	98,100	210	25,2	90,6	22	29,028	13,5	0,137474	2190	13,5	
	17:26:20	2	3600,	192,	0,150	65	10000	98,100	211	25,2	90,6	22	29,167	13,5	0,137474	2192	13,5	
	17:26:21	2	3600,	193,	0,150	65	10000	98,100	212	24,9	90,6	22	29,305	13,5	0,137474	2192	13,5	
	17:26:22	2	3600,	194,	0,150	65	10000	98,100	213	25,2	90,6	22	29,443	13,5	0,137474	2191	13,5	
	17:26:23	2	3600,	195,	0,150	65	10000	98,100	214	24,9	90,6	22	29,581	13,5	0,137474	2189	13,5	
	17:26:24	2	3600,	196,	0,150	65	10000	98,100	215	24,9	90,6	22	29,719	13,5	0,137474	2187	13,5	
	17:26:25	2	3600,	197,	0,150	65	10000	98,100	216	25,2	90,7	22	29,858	13,5	0,137474	2186	13,5	
	17:26:26	2	3600,	198,	0,150	65	10000	98,100	217	25,2	90,7	22	29,996	13,5	0,137474	2186	13,5	
	17:26:27	2	3600,	199,	0,150	65	10000	98,100	219	25,2	90,7	22	30,272	13,5	0,137474	2186	13,5	
	17:26:28	2	3600,	200,	0,150	65	10000	98,100	220	24,9	90,6	22	30,411	13,5	0,137474	2188	13,5	
	17:26:29	2	3600,	201,	0,150	65	10000	98,100	221	24,9	90,6	22	30,549	13,5	0,137474	2189	13,5	
	17:26:30	2	3600,	202,	0,150	65	10000	98,100	222	24,9	90,6	22	30,687	13,5	0,137474	2191	13,5	
	17:26:31	2	3600,	203,	0,150	65	10000	98,100	223	24,9	90,6	22	30,825	13,5	0,137474	2192	13,5	
	17:26:32	2	3600,	204,	0,150	65	10000	98,100	224	24,9	90,6	22	30,964	13,5	0,137474	2193	13,5	
	17:26:33	2	3600,	205,	0,150	65	10000	98,100	225	24,9	90,7	22	31,102	13,8	0,140224	2191	13,8	
	17:26:34	2	3600,	206,	0,150	65	10000	98,100	226	25,2	90,7	22	31,240	13,5	0,137474	2188	13,5	
	17:26:35	2	3600,	207,	0,150	65	10000	98,100	227	24,9	90,6	22	31,378	13,2	0,134725	2187	13,2	
	17:26:36	2	3600,	208,	0,150	65	10000	98,100	228	24,9	90,6	22	31,516	13,2	0,134725	2185	13,2	
	17:26:37	2	3600,	209,	0,150	65	10000	98,100	229	24,9	90,6	22	31,655	13,5	0,137474	2184	13,5	
	17:26:38	2	3600,	210,	0,150	65	10000	98,100	231	24,9	90,6	22	31,931	13,5	0,137474	2183	13,5	
	17:26:39	2	3600,	211,	0,150	65	10000	98,100	232	24,9	90,6	22	32,069	13,5	0,137474	2185	13,5	
	17:26:40	2	3600,	212,	0,150	65	10000	98,100	233	24,9	90,6	22	32,208	13,5	0,137474	2186	13,5	
	17:26:41	2	3600,	213,	0,150	65	10000	98,100	234	24,9	90,6	22	32,346	13,5	0,137474	2188	13,5	
	17:26:42	2	3600,	214,	0,150	65	10000	98,100	235	24,9	90,6	22	32,484	13,5	0,137474	2190	13,5	
	17:26:43	2	3600,	215,	0,150	65	10000	98,100	236	24,9	90,6	22	32,622	13,5	0,137474	2190	13,5	
	17:26:44	2	3600,	216,	0,150	65	10000	98,100	237	24,9	90,6	22	32,761	13,5	0,137474	2189	13,5	
	17:26:45	2	3600,	217,	0,150	65	10000	98,100	238	24,9	90,6	22	32,899	13,5	0,137474	2189	13,5	
	17:26:46	2	3600,	218,	0,150	65	10000	98,100	239	24,9	90,6	22	33,037	13,5	0,137474	2188	13,5	
	17:26:47	2	3600,	219,	0,150	65	10000	98,100	240	24,9	90,6	22	33,175	13,5	0,137474	2186	13,5	
	17:26:48	2	3600,	220,	0,150	65	10000	98,100	241	24,9	90,6	22	33,313	13,5	0,137474	2185	13,5	
	17:26:49	2	3600,	221,	0,150	65	10000	98,100	242	24,9	90,6	22	33,452	13,5	0,137474	2185	13,5	
	17:26:50	2	3600,	222,	0,150	65	10000	98,100	244	24,9	90,6	22	33,728	13,5	0,137474	2185	13,5	
